1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,120,120,,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,120,120,273,120,120,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,120,263,263,273,273,120,1,1,1
1,1,1,1,1,1,1,1,1,95,95,116,23,1,1,1,1,1,23,23,120,339,339,273,273,120,1,1,1
1,1,1,1,1,1,1,1,1,95,46,116,46,23,1,1,1,23,23,87,120,120,120,120,120,120,1,1,1
1,1,1,1,1,1,1,1,1,46,46,116,23,23,23,1,1,23,87,23,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,148,148,46,23,23,23,80,23,23,23,23,23,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,46,148,23,23,23,23,80,46,23,23,23,46,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,46,46,23,23,23,23,46,46,23,1,46,46,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,46,23,23,46,46,23,23,57,1,1,1,46,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,46,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,46,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,23,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,23,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,23,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
